Gene symbol,Description,Astrocytes,Neuron,Oligodendrocyte Precursor Cell,Newly Formed Oligodendrocyte,Myelinating Oligodendrocytes,Microglia,Endothelial Cells
Chst3,Carbohydrate (chondroitin 6) sulfotransferase 3,5.4,0.4,7.2,19.8,5.9,0.2,0.6
Chst4,Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Chst5,,0.1,0.3,16.4,5.7,0.2,0.1,0.1
Chst7,Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7,7.5,1.8,19.2,1.8,0.2,38.9,9.2
Chst8,Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8,0.1,3.7,0.9,16.7,6.9,1.0,0.1
Chst9,Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Chsy1,Carbohydrate (chondroitin) synthase 1,21.7,5.4,8.2,2.9,0.2,6.3,4.6
Chsy3,,1.5,4.7,0.9,0.9,0.2,0.1,0.1
Chtf18,"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)",1.4,0.5,2.6,0.7,0.4,0.6,1.0
Chtf8,,9.6,12.6,22.1,16.8,10.6,34.8,17.6
Chuk,Conserved helix-loop-helix ubiquitous kinase,22.6,11.2,15.2,16.4,3.4,5.5,15.1
Churc1,Churchill domain containing 1,8.2,15.7,23.8,26.2,30.8,11.2,25.4
Ciao1,Cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae),4.7,5.8,6.3,4.7,3.6,7.3,9.1
Ciapin1,Cytokine induced apoptosis inhibitor 1,6.0,10.7,6.1,8.0,6.6,7.8,14.5
Cib1,Calcium and integrin binding 1 (calmyrin),16.5,6.8,10.0,15.8,21.0,95.3,33.6
Cib2,Calcium and integrin binding family member 2,3.7,41.7,11.7,2.3,1.8,9.5,0.8
Cib3,Calcium and integrin binding family member 3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cib4,Calcium and integrin binding family member 4,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cic,Capicua homolog (Drosophila),16.0,36.6,15.3,23.4,16.6,35.7,7.7
Cidea,Cell death-inducing DFFA-like effector a,0.4,1.4,0.1,0.1,0.2,0.1,0.1
Cideb,Cell death-inducing DFFA-like effector b,2.1,0.3,0.9,0.2,0.2,0.2,0.1
Cidec,Cell death-inducing DFFA-like effector c,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ciita,"Class II, major histocompatibility complex, transactivator",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cilp,"Cartilage intermediate layer protein, nucleotide pyrophosphohydrolase",0.1,0.4,0.1,0.1,0.1,0.1,0.1
Cilp2,Cartilage intermediate layer protein 2,0.1,1.0,0.5,0.1,0.1,3.0,0.1
Cinp,Cyclin-dependent kinase 2-interacting protein,6.9,10.1,11.1,9.9,8.3,5.7,8.9
Cir1,,5.1,8.2,4.7,4.1,1.9,1.2,5.0
Cirbp,Cold inducible RNA binding protein,46.4,97.6,45.9,30.9,21.4,21.5,30.9
Cirh1a,"Cirrhosis, autosomal recessive 1A (cirhin)",6.8,6.6,6.0,4.9,1.9,11.2,7.7
Cisd1,CDGSH iron sulfur domain 1,23.1,45.9,37.3,66.9,79.4,10.8,21.2
Cisd2,CDGSH iron sulfur domain 2,11.0,7.9,13.7,10.3,6.3,6.6,20.2
Cisd3,CDGSH iron sulfur domain 3,4.5,4.6,5.2,10.8,10.0,7.1,3.5
Cish,Cytokine inducible SH2-containing protein,1.2,4.9,0.6,0.3,0.2,3.3,10.4
Cit,"Citron (rho-interacting, serine/threonine kinase 21)",2.1,5.7,3.3,0.6,0.3,0.4,0.9
Cited1,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1",1.9,3.3,4.3,1.4,0.3,0.3,0.3
Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",13.9,51.8,10.5,3.4,1.5,27.2,12.2
Cited4,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4",1.4,1.2,0.7,0.4,0.5,0.4,0.2
Ciz1,CDKN1A interacting zinc finger protein 1,11.5,10.4,11.5,8.8,4.1,11.3,8.4
CK137956,,0.3,2.1,0.8,1.3,0.6,0.1,0.1
Ckap2,Cytoskeleton associated protein 2,4.5,2.0,9.8,3.6,0.2,0.2,3.3
Ckap2l,Cytoskeleton associated protein 2-like,3.1,0.9,7.4,0.7,0.1,0.4,1.6
Ckap4,Cytoskeleton-associated protein 4,12.7,11.6,10.4,3.2,0.7,12.8,18.8
Ckap5,Cytoskeleton associated protein 5,36.5,10.6,15.5,7.8,4.3,1.9,6.4
Ckb,"Creatine kinase, brain",336.1,120.8,428.4,198.2,206.5,261.8,10.1
Cklf,Chemokine-like factor,7.0,2.0,6.4,3.2,2.1,11.8,15.7
Ckm,"Creatine kinase, muscle",0.1,0.1,0.1,0.1,0.1,0.8,0.1
Ckmt1,,0.3,33.9,9.2,2.3,7.7,3.4,0.9
Ckmt2,"Creatine kinase, mitochondrial 2 (sarcomeric)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cks1b,CDC28 protein kinase regulatory subunit 1B,3.3,5.8,4.9,2.4,1.0,4.3,18.7
Cks2,CDC28 protein kinase regulatory subunit 2,1.9,1.2,4.6,0.9,0.1,1.8,10.5
Clasp1,Cytoplasmic linker associated protein 1,15.0,15.2,10.3,3.9,0.7,1.8,7.4
Clasp2,Cytoplasmic linker associated protein 2,53.1,44.1,36.7,43.1,28.2,7.5,10.0
Clasrp,,37.9,20.4,20.8,28.2,11.1,8.8,6.6
Clca1,"Chloride channel, calcium activated, family member 1",0.1,0.2,0.1,0.1,0.1,0.1,0.1
Clca2,"Chloride channel, calcium activated, family member 2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clca3,"Chloride channel, calcium activated, family member 3",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clca4,"Chloride channel, calcium activated, family member 4",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clca5,,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Clca6,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clcc1,Chloride channel CLIC-like 1,17.4,5.5,15.2,7.6,4.3,6.9,12.4
Clcf1,Cardiotrophin-like cytokine factor 1,0.2,0.3,0.2,0.1,0.1,3.7,0.2
Clcn1,"Chloride channel 1, skeletal muscle (Thomsen disease, autosomal dominant)",0.1,0.7,0.2,0.1,0.1,0.1,0.1
Clcn2,Chloride channel 2,16.1,7.1,9.2,11.4,7.6,1.4,1.2
Clcn3,Chloride channel 3,40.8,35.2,41.7,44.3,20.1,3.4,15.1
Clcn4-2,,25.3,32.4,34.7,42.2,20.7,13.2,15.4
Clcn5,"Chloride channel 5 (nephrolithiasis 2, X-linked, Dent disease)",6.7,4.1,5.0,3.6,2.3,2.8,3.5
Clcn6,Chloride channel 6,37.4,25.8,35.0,47.8,21.9,12.1,2.9
Clcn7,Chloride channel 7,13.7,8.1,12.9,9.9,5.4,24.4,6.3
Clcnka,Chloride channel Ka,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clcnkb,Chloride channel Kb,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn1,Claudin 1,0.1,0.4,0.3,0.1,0.1,0.1,0.2
Cldn10,Claudin 10,145.4,6.4,22.3,1.5,6.2,3.4,0.8
Cldn11,Claudin 11 (oligodendrocyte transmembrane protein),0.2,1.4,9.3,2173.2,3391.6,1.9,0.7
Cldn12,,20.1,7.2,17.0,9.1,4.4,1.0,5.5
Cldn13,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn14,Claudin 14,0.1,0.1,0.2,15.8,31.6,0.1,0.1
Cldn15,Claudin 15,0.1,0.3,0.1,0.2,0.1,0.1,0.4
Cldn16,Claudin 16,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn17,Claudin 17,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn18,Claudin 18,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn19,Claudin 19,0.6,0.1,0.1,0.4,0.4,0.1,0.1
Cldn2,Claudin 2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn20,Claudin 20,0.4,0.2,0.2,0.1,0.1,0.1,0.1
Cldn22,,0.1,0.1,0.2,0.1,0.1,0.1,0.3
Cldn23,Claudin 23,0.1,0.2,0.2,0.1,0.1,0.1,0.1
Cldn24,,0.2,0.1,0.1,0.2,0.1,0.1,0.1
Cldn26,,0.1,0.5,0.1,0.1,0.1,0.1,0.1
Cldn27,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn3,Claudin 3,0.2,0.8,0.1,0.1,0.1,0.1,0.3
Cldn4,Claudin 4,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn5,Claudin 5 (transmembrane protein deleted in velocardiofacial syndrome),11.2,8.3,3.9,0.2,1.8,11.2,3437.0
Cldn6,Claudin 6,0.1,0.1,0.1,0.1,0.1,0.1,2.0
Cldn7,Claudin 7,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn8,Claudin 8,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cldn9,Claudin 9,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Cldnd1,Claudin domain containing 1,43.9,29.8,64.8,113.2,96.2,19.9,30.8
Cldnd2,Claudin domain containing 2,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Clec10a,"C-type lectin domain family 10, member A",0.1,0.5,1.6,0.1,0.2,48.1,0.1
Clec11a,"C-type lectin domain family 11, member A",0.2,0.4,0.2,0.2,0.4,0.2,0.1
Clec12a,"C-type lectin domain family 12, member A",0.1,0.1,0.1,0.1,0.1,0.6,0.1
Clec12b,"C-type lectin domain family 12, member B",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec14a,"C-type lectin domain family 14, member A",0.3,0.2,1.1,0.2,0.1,0.2,42.8
Clec16a,"C-type lectin domain family 16, member A",6.6,9.5,9.6,8.3,4.2,5.5,4.3
Clec18a,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec1a,"C-type lectin domain family 1, member A",0.1,0.2,1.3,0.1,0.1,0.1,13.0
Clec1b,"C-type lectin domain family 1, member B",0.1,0.1,0.1,0.1,0.1,0.1,0.6
Clec2d,"C-type lectin domain family 2, member D",0.2,0.2,0.4,0.1,0.1,5.7,33.7
Clec2e,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec2g,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec2h,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec2i,,0.1,0.1,0.2,0.1,0.1,0.5,0.1
Clec2l,"C-type lectin domain family 2, member L",0.8,30.7,17.9,4.9,5.6,4.1,0.5
Clec3a,"C-type lectin domain family 3, member A",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec3b,"C-type lectin domain family 3, member B",0.6,0.5,2.7,0.1,0.1,0.3,0.5
Clec4a1,,0.1,0.1,0.4,0.1,0.1,7.5,0.1
Clec4a2,,0.1,0.1,1.8,0.1,0.4,25.3,0.1
Clec4a3,,0.1,0.1,1.2,0.1,0.2,11.0,0.1
Clec4a4,,0.1,0.1,0.1,0.1,0.1,0.4,0.1
Clec4b1,,0.1,0.1,0.1,0.1,0.1,0.2,0.1
Clec4b2,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec4d,"C-type lectin domain family 4, member D",0.1,0.1,0.2,0.1,0.1,1.4,0.1
Clec4e,"C-type lectin domain family 4, member E",0.1,0.1,0.2,0.1,0.1,0.4,0.1
Clec4f,"C-type lectin domain family 4, member F",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec4g,"C-type lectin superfamily 4, member G",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clec4n,,0.1,0.1,0.5,0.1,0.1,13.8,0.1
Clec5a,"C-type lectin domain family 5, member A",0.1,0.1,0.8,0.1,0.1,3.5,0.1
Clec7a,"C-type lectin domain family 7, member A",0.1,0.1,0.2,0.1,0.1,1.2,0.1
Clec9a,"C-type lectin domain family 9, member A",0.1,0.1,0.1,0.1,0.1,0.1,1.5
Clgn,Calmegin,0.1,5.4,5.2,2.5,1.3,1.1,0.1
Clic1,Chloride intracellular channel 1,15.4,14.5,17.7,2.8,2.1,263.1,250.4
Clic3,Chloride intracellular channel 3,0.3,0.4,0.3,0.2,0.4,0.2,0.2
Clic4,Chloride intracellular channel 4,39.9,13.3,15.1,81.4,128.6,65.4,114.0
Clic5,Chloride intracellular channel 5,0.2,0.2,0.1,0.1,0.1,0.2,12.3
Clic6,Chloride intracellular channel 6,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Clint1,Clathrin interactor 1,11.5,10.3,17.9,13.8,6.8,25.5,44.9
Clip1,CAP-GLY domain containing linker protein 1,9.1,12.1,3.4,2.4,1.2,12.9,17.6
Clip2,CAP-GLY domain containing linker protein 2,16.3,35.1,34.9,30.9,27.3,28.1,4.8
Clip3,CAP-GLY domain containing linker protein 3,29.2,128.7,64.5,156.4,123.8,4.8,1.1
Clip4,"CAP-GLY domain containing linker protein family, member 4",6.2,6.8,7.7,3.3,0.6,0.4,0.1
Clk1,CDC-like kinase 1,138.4,57.0,52.0,31.2,9.1,18.1,127.6
Clk2,CDC-like kinase 2,31.3,9.9,13.6,10.2,4.4,9.5,10.0
Clk3,CDC-like kinase 3,24.7,21.7,16.3,20.4,13.3,26.0,20.1
Clk4,CDC-like kinase 4,57.9,22.4,31.6,27.7,10.8,9.5,24.1
Clmn,"Calmin (calponin-like, transmembrane)",5.6,0.5,0.6,4.4,5.7,0.1,0.1
Cln3,"Ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)",8.6,3.1,11.2,11.5,7.0,41.0,2.9
Cln5,"Ceroid-lipofuscinosis, neuronal 5",12.5,1.6,10.7,14.9,9.5,37.9,14.0
Cln6,,7.2,3.2,8.4,3.9,1.8,11.6,2.0
Cln8,"Ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)",4.3,4.8,11.3,19.7,17.3,82.4,2.3
Clnk,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clns1a,"Chloride channel, nucleotide-sensitive, 1A",7.7,14.6,17.9,19.9,14.6,9.3,12.9
Clock,Clock homolog (mouse),13.9,5.3,7.9,5.7,1.7,1.8,9.8
Clp1,"CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)",4.7,2.6,4.2,3.0,1.8,5.1,8.3
Clpb,ClpB caseinolytic peptidase B homolog (E. coli),4.8,4.3,8.7,6.5,5.4,5.0,6.7
Clpp,"ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)",11.5,16.4,22.5,20.5,17.6,12.7,13.7
Clps,"Colipase, pancreatic",0.1,0.1,0.2,0.1,0.1,0.1,0.1
Clptm1,Cleft lip and palate associated transmembrane protein 1,45.2,29.9,56.8,61.2,45.0,74.1,56.1
Clptm1l,CLPTM1-like,28.3,27.4,63.3,57.3,36.8,66.6,38.1
Clpx,ClpX caseinolytic peptidase X homolog (E. coli),11.8,6.3,11.1,8.6,3.1,3.6,12.6
Clrn1,Clarin 1,0.1,0.6,0.1,0.1,0.2,0.1,0.1
Clrn2,Clarin 2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clrn3,Clarin 3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clspn,Claspin homolog (Xenopus laevis),1.1,0.1,1.2,0.1,0.1,0.1,0.6
Clstn1,Calsyntenin 1,63.4,216.0,114.5,53.4,40.0,44.1,17.0
Clstn2,Calsyntenin 2,0.1,63.5,1.9,0.5,0.2,0.2,0.3
Clstn3,Calsyntenin 3,0.5,64.1,33.3,6.3,2.5,1.9,0.4
Clta,"Clathrin, light chain (Lca)",34.7,124.5,81.9,79.6,80.8,277.8,141.3
Cltb,"Clathrin, light chain (Lcb)",14.3,51.6,46.5,49.2,50.3,36.4,48.9
Cltc,"Clathrin, heavy chain (Hc)",59.4,57.4,64.4,49.9,19.7,58.7,94.9
Clu,Clusterin,594.7,36.5,277.1,42.6,51.8,46.1,6.3
Cluap1,Clusterin associated protein 1,6.0,7.7,6.3,4.1,3.6,3.0,5.0
Clvs1,,0.1,10.5,0.7,2.5,0.6,0.1,0.1
Clvs2,,0.1,8.7,4.3,0.7,0.2,0.1,0.1
Clybl,Citrate lyase beta like,7.2,4.4,2.6,0.9,0.8,0.7,6.6
Cma1,"Chymase 1, mast cell",0.1,0.1,0.1,0.1,0.1,0.3,0.1
Cma2,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cmah,Cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cmas,Cytidine monophosphate N-acetylneuraminic acid synthetase,6.5,24.4,10.6,6.2,7.0,23.6,20.2
Cmbl,Carboxymethylenebutenolidase homolog (Pseudomonas),3.2,0.8,3.8,0.8,0.6,0.3,1.1
Cmc1,,3.7,6.1,6.6,4.8,5.2,3.9,10.6
Cmklr1,Chemokine-like receptor 1,0.1,3.8,2.3,0.1,0.2,57.3,7.2
Cml1,,14.3,1.4,10.7,3.2,4.6,1.8,6.5
Cml2,,0.5,0.1,0.2,0.1,0.1,0.1,0.1
Cml3,,1.6,0.1,0.7,0.1,0.1,0.1,0.1
Cml5,,1.0,0.1,0.1,0.1,0.1,0.1,0.1
Cmpk1,,17.8,46.9,33.4,29.3,28.8,14.2,65.3
Cmpk2,,2.8,3.6,6.0,2.0,0.4,0.2,1.3
Cmtm1,CKLF-like MARVEL transmembrane domain containing 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cmtm2a,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cmtm2b,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cmtm3,CKLF-like MARVEL transmembrane domain containing 3,35.0,6.6,32.5,7.2,1.7,56.3,34.1
Cmtm4,CKLF-like MARVEL transmembrane domain containing 4,15.0,6.0,37.0,14.4,1.5,6.3,4.0
Cmtm5,CKLF-like MARVEL transmembrane domain containing 5,73.1,4.3,67.4,251.1,573.0,5.7,0.9
Cmtm6,CKLF-like MARVEL transmembrane domain containing 6,14.1,4.1,36.5,15.7,7.4,272.9,68.7
Cmtm7,CKLF-like MARVEL transmembrane domain containing 7,0.2,1.1,5.2,2.7,2.0,129.1,5.3
Cmtm8,CKLF-like MARVEL transmembrane domain containing 8,0.2,0.4,0.7,0.1,0.2,6.8,25.6
Cmya5,Cardiomyopathy associated 5,1.0,0.1,0.1,0.1,0.1,0.2,0.1
Cnbp,"CCHC-type zinc finger, nucleic acid binding protein",55.8,70.1,100.7,67.0,40.8,74.8,118.4
Cndp1,Carnosine dipeptidase 1 (metallopeptidase M20 family),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cndp2,CNDP dipeptidase 2 (metallopeptidase M20 family),13.8,11.8,28.9,23.5,16.4,148.0,21.9
Cnfn,Cornifelin,0.1,0.3,0.1,0.1,0.1,0.1,0.1
Cnga1,Cyclic nucleotide gated channel alpha 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cnga2,Cyclic nucleotide gated channel alpha 2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cnga3,Cyclic nucleotide gated channel alpha 3,0.1,0.4,0.1,0.1,0.1,0.1,0.1
Cnga4,Cyclic nucleotide gated channel alpha 4,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cngb1,Cyclic nucleotide gated channel beta 1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Cngb3,Cyclic nucleotide gated channel beta 3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cnih,Cornichon homolog (Drosophila),35.5,42.0,56.3,63.6,52.2,13.7,65.6
Cnih2,Cornichon homolog 2 (Drosophila),3.5,84.7,34.0,13.3,26.4,17.1,1.7
Cnih3,Cornichon homolog 3 (Drosophila),2.4,4.8,1.6,0.9,0.8,0.8,0.2
Cnih4,Cornichon homolog 4 (Drosophila),5.7,4.2,12.5,12.7,13.2,9.0,11.6
Cnksr1,Connector enhancer of kinase suppressor of Ras 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cnksr2,Connector enhancer of kinase suppressor of Ras 2,0.1,4.2,1.2,0.3,0.3,0.2,0.1
Cnksr3,CNKSR family member 3,7.2,1.3,5.6,48.8,18.2,2.8,18.2
Cnn1,"Calponin 1, basic, smooth muscle",0.7,0.1,0.1,0.1,0.1,0.1,0.1
Cnn2,Calponin 2,1.5,0.5,5.4,1.3,0.6,14.0,93.0
Cnn3,"Calponin 3, acidic",133.5,34.2,83.2,27.2,18.0,1.3,128.8
Cnnm1,Cyclin M1,0.1,4.8,2.3,0.9,0.4,0.5,0.1
Cnnm2,Cyclin M2,5.3,4.6,6.2,3.1,1.7,6.7,1.8
Cnnm3,Cyclin M3,10.7,11.0,7.4,4.6,2.6,3.2,2.0
Cnnm4,Cyclin M4,2.3,3.5,2.2,1.9,0.8,3.5,1.7
Cno,Cappuccino homolog (mouse),5.6,8.6,7.3,5.7,5.0,10.4,6.9
Cnot1,"CCR4-NOT transcription complex, subunit 1",11.8,10.3,12.2,9.6,2.3,6.0,14.7
Cnot10,"CCR4-NOT transcription complex, subunit 10",16.4,12.5,17.6,18.7,7.7,7.8,15.7
Cnot2,"CCR4-NOT transcription complex, subunit 2",18.8,13.8,19.0,10.1,2.4,10.2,17.8
Cnot3,"CCR4-NOT transcription complex, subunit 3",6.9,6.7,8.1,5.8,2.2,4.4,5.0
Cnot4,"CCR4-NOT transcription complex, subunit 4",10.7,7.2,6.8,4.4,1.5,2.7,6.1
Cnot6,"CCR4-NOT transcription complex, subunit 6",20.9,17.7,22.1,14.0,2.8,1.9,29.7
Cnot6l,"CCR4-NOT transcription complex, subunit 6-like",5.6,10.8,7.6,3.2,0.9,3.2,28.8
Cnot7,"CCR4-NOT transcription complex, subunit 7",21.6,35.9,19.6,12.7,3.3,3.4,17.6
Cnot8,"CCR4-NOT transcription complex, subunit 8",12.0,14.9,18.5,11.9,7.8,31.9,33.7
Cnp,"2',3'-cyclic nucleotide 3' phosphodiesterase",50.5,9.5,117.8,3143.5,4753.3,40.8,7.4
Cnpy1,Canopy 1 homolog (zebrafish),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cnpy2,Canopy 2 homolog (zebrafish),13.4,13.2,32.8,25.0,13.7,25.2,34.4
Cnpy3,Canopy 3 homolog (zebrafish),20.0,14.2,35.7,31.3,20.0,107.4,16.9
Cnpy4,Canopy 4 homolog (zebrafish),4.8,4.1,10.9,6.9,5.2,2.2,9.5
Cnr1,Cannabinoid receptor 1 (brain),10.1,50.8,2.4,0.3,0.3,0.1,0.2
Cnr2,Cannabinoid receptor 2 (macrophage),0.1,0.1,0.2,0.1,0.1,2.6,3.9
Cnrip1,Cannabinoid receptor interacting protein 1,8.2,50.0,19.8,6.6,3.4,5.9,2.4
Cnst,,4.6,11.8,5.5,3.5,2.3,2.0,5.8
Cntd1,Cyclin N-terminal domain containing 1,1.2,0.4,0.5,0.4,0.2,0.1,0.2
Cntf,Ciliary neurotrophic factor,2.1,0.6,0.8,1.3,0.9,0.2,1.8
Cntfr,Ciliary neurotrophic factor receptor,56.7,24.9,31.9,12.0,16.4,2.4,0.2
Cntln,,4.5,1.8,5.5,1.7,0.4,0.3,5.1
Cntn1,Contactin 1,1.5,38.0,281.1,131.4,20.3,0.4,0.4
Cntn2,Contactin 2 (axonal),0.1,26.7,1.1,14.2,60.0,0.1,0.1
Cntn3,Contactin 3 (plasmacytoma associated),0.1,1.6,0.4,0.1,0.1,0.1,0.1
Cntn4,Contactin 4,0.1,1.6,10.4,2.3,0.2,0.1,0.1
Cntn5,Contactin 5,0.2,2.3,0.1,0.1,0.1,0.1,0.1
Cntn6,Contactin 6,1.0,2.4,13.5,4.8,0.1,0.1,0.1
Cntnap1,Contactin associated protein 1,0.4,2.6,2.8,0.7,1.4,1.3,0.4
Cntnap2,Contactin associated protein-like 2,11.3,37.6,0.6,0.1,0.3,0.1,2.1
Cntnap3,Contactin associated protein-like 3,0.1,1.2,0.1,0.1,0.1,0.1,0.1
Cntnap4,Contactin associated protein-like 4,0.1,5.7,1.0,0.2,0.2,0.1,0.1
Cntnap5a,,0.1,1.6,0.1,0.1,0.1,0.1,0.1
Cntnap5b,,0.7,1.5,3.6,0.5,0.1,0.1,0.1
Cntnap5c,,0.1,1.2,0.1,0.1,0.1,0.1,0.1
Cntrob,"Centrobin, centrosomal BRCA2 interacting protein",4.4,5.0,3.7,1.6,0.6,2.0,2.0
Coasy,Coenzyme A synthase,7.7,7.6,9.4,16.0,20.5,12.0,6.5
Cobl,Cordon-bleu homolog (mouse),0.1,2.0,13.5,3.3,0.4,0.2,0.1
Cobll1,COBL-like 1,1.1,4.9,5.8,5.7,1.0,0.2,24.0
Cobra1,,13.3,16.7,16.5,12.2,8.3,15.8,17.1
Coch,"Coagulation factor C homolog, cochlin (Limulus polyphemus)",0.1,2.1,0.5,0.1,0.3,0.3,0.2
Cog1,Component of oligomeric golgi complex 1,7.0,7.5,7.7,4.4,4.6,9.6,7.3
Cog2,Component of oligomeric golgi complex 2,9.5,6.7,6.9,4.8,2.9,6.8,6.1
Cog3,Component of oligomeric golgi complex 3,11.6,6.1,10.2,8.9,4.2,3.6,9.7
Cog4,Component of oligomeric golgi complex 4,7.8,7.4,11.0,16.0,18.1,8.7,11.8
Cog5,Component of oligomeric golgi complex 5,4.5,2.9,4.4,4.9,2.7,2.4,7.4
Cog6,Component of oligomeric golgi complex 6,12.1,6.8,12.8,9.7,6.5,4.9,8.6
Cog7,Component of oligomeric golgi complex 7,5.7,7.9,8.0,5.6,3.7,4.0,4.1
Cog8,Component of oligomeric golgi complex 8,6.6,5.6,5.7,4.5,5.1,10.9,9.6
Coil,Coilin,2.9,5.5,7.5,3.7,0.7,1.3,2.1
Col10a1,"Collagen, type X, alpha 1(Schmid metaphyseal chondrodysplasia)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Col11a1,"Collagen, type XI, alpha 1",2.6,12.4,9.3,2.2,0.1,0.1,0.1
Col11a2,"Collagen, type XI, alpha 2",2.7,3.4,30.5,54.9,19.5,0.8,0.2
Col12a1,"Collagen, type XII, alpha 1",0.3,0.3,0.8,0.1,0.1,0.1,0.1
Col13a1,"Collagen, type XIII, alpha 1",0.1,0.1,1.8,0.1,0.1,0.1,0.2
Col14a1,"Collagen, type XIV, alpha 1 (undulin)",0.1,0.4,0.1,0.1,0.1,0.1,0.7
Col15a1,"Collagen, type XV, alpha 1",0.1,0.7,12.3,0.3,0.2,7.6,2.4
Col16a1,"Collagen, type XVI, alpha 1",15.5,1.4,9.3,9.0,0.6,0.1,0.2
Col17a1,"Collagen, type XVII, alpha 1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Col18a1,"Collagen, type XVIII, alpha 1",0.7,1.0,12.8,1.0,0.1,0.2,24.9
Col19a1,"Collagen, type XIX, alpha 1",0.1,2.8,1.1,0.2,0.1,0.1,0.1
Col1a1,"Collagen, type I, alpha 1",0.8,3.1,19.5,0.1,0.4,0.4,0.4
Col1a2,"Collagen, type I, alpha 2",6.4,1.6,34.5,0.2,0.5,0.7,2.9
Col20a1,"Collagen, type XX, alpha 1",0.7,0.6,3.0,9.7,1.6,0.2,0.2
Col22a1,"Collagen, type XXII, alpha 1",0.3,0.1,0.2,0.1,0.1,0.1,0.1
Col23a1,"Collagen, type XXIII, alpha 1",2.6,6.3,0.9,0.6,2.5,0.2,0.2
