,MouseGene Symbol,Mouse.7Description,X.8Myeloid Activation (Fine),X.9Myeloid Activation (Coarse),X.10Immune-Specific,adjP-PS2APP,lfc-PS2APP,adjP-7-13months-1,lfc-7-13months-1,adjP-7-13months-2,lfc-7-13months-2,adjP-WT-5xFAD,lfc-WT-5xFAD,adjP-Trem2KO-5xFAD,lfc-Trem2KO-5xFAD,adjP-Trem2KOvWT,lfc-Trem2KOvWT,adjP-Trem2KOvWT-5xFAD,lfc-Trem2KOvWT-5xFAD,adjP-APPswe/PS1dE9,lfc-APPswe/PS1dE9,adjP-hMAPT-P301L,lfc-hMAPT-P301L,adjP-X6.2hMAPT-P301S,lfc-X6.2hMAPT-P301S,adjP-hSOD1-G93A-d65,lfc-hSOD1-G93A-d65,adjP-hSOD1-G93A-d100,lfc-hSOD1-G93A-d100,adjP-2MFP2ko,lfc-2MFP2ko,adjP-transischemia,lfc-transischemia,adjP-4wkcuprizoneWT,lfc-4wkcuprizoneWT,adjP-12wkcuprizoneWT,lfc-12wkcuprizoneWT,adjP-4wkcuprizoneTrem2KO,lfc-4wkcuprizoneTrem2KO,adjP-12wkcuprizoneTrem2KO,lfc-12wkcuprizoneTrem2KO,adjP-LPS,lfc-LPS,adjP-LPSmogene,lfc-LPSmogene,adjP-LCMV,lfc-LCMV,adjP-GBM,lfc-GBM,adjP-GBM-CSF1Rblock,lfc-GBM-CSF1Rblock,adjP-repop-MG,lfc-repop-MG,adjP-infiltrating-MG,lfc-infiltrating-MG,adjP-22Mvs4-12M-Cb,lfc-22Mvs4-12M-Cb,adjP-22Mvs4-12M-Ctx,lfc-22Mvs4-12M-Ctx,adjP-22Mvs4-12M-Hp,lfc-22Mvs4-12M-Hp,adjP-22Mvs4-12M-Str,lfc-22Mvs4-12M-Str,adjP-PS2APP-13months,lfc-PS2APP-13months,adjP- SOD1G93A-D28,lfc- SOD1G93A-D28,adjP- SOD1G93A-D42,lfc- SOD1G93A-D42,adjP- SOD1G93A-D56,lfc- SOD1G93A-D56,adjP- SOD1G93A-D70,lfc- SOD1G93A-D70,adjP- SOD1G93A-D98,lfc- SOD1G93A-D98,adjP- SOD1G93A-D112,lfc- SOD1G93A-D112,adjP- SOD1G93A-D126,lfc- SOD1G93A-D126,adjP-AD-fusiform,lfc-AD-fusiform,adjP-AD-temp,lfc-AD-temp,adjP-ALS,lfc-ALS,adjP-ALS-MN,lfc-ALS-MN,adjP-FTDprogranulin,lfc-FTDprogranulin,adjP-HD,lfc-HD
243,Klra2,"killer cell lectin-like receptor, subfamily A, member 2",43,"Neutrophil, Monocyte",LCMV-Specific,0.8997,-0.2091,0.9007,-0.5701,0.05879,-1.462,0.6305,-1.021,0.8324,0.5985,0.9991,-0.3002,0.5237,1.319,0.1409,-0.2077,0.9845,-0.0486,0.1338,3.037,0.8181,0.306,0.0008496,-2.191,0.3181,-0.9706,0.2293,1.929,0.7477,-1.507,0.3853,-3.077,0.9114,0.6853,0.5961,-0.7714,0.05709,1.281,0.491,1.391,0.01025,3.424,0.0005226,5.338,0.00719,-0.8174,0.2769,-2.01,1.44E-08,2.972,0.5068,0.3459,0.9144,0.05485,0.7697,-0.1639,0.5698,0.199,1,0,0.6645,0.09667,0.9323,0.02542,0.7717,0.1177,0.8866,0.08657,0.9161,-0.02186,0.9599,0.006498,0.1162,-0.222,,,,,,,,,,,,
244,Hivep3,human immunodeficiency virus type I enhancer binding protein 3,38,,,0.6868,0.2472,0.9992,-0.09307,0.005384,0.7909,0.5341,-0.9773,0.9099,-0.3463,0.9991,-0.2024,0.842,0.4286,0.1685,0.1867,0.8293,-0.2381,0.00001818,1.345,0.0002997,-0.9712,0.5415,0.2256,0.7727,0.3133,0.8091,-0.6043,0.9457,1.466,0.3853,2.357,0.7535,1.791,0.4916,0.9836,0.4199,-0.3565,0.7384,-1.318,0.915,0.3521,0.003556,-2.285,0.6867,0.1569,0.5684,1.337,0.0002558,1.319,0.8405,-0.151,0.8927,-0.07041,0.9113,-0.04497,0.9707,0.03489,0.5114,0.1571,0.08159,-0.5514,0.9221,-0.04032,0.5424,-0.4792,0.7711,-0.2721,0.7156,0.112,0.01712,0.3755,0.03289,0.4759,0.4966,0.06859,0.4912,0.06645,0.9929,-0.0807,0.8549,0.3104,0.8997,-0.03197,0.2471,0.1028
245,Lag3,lymphocyte-activation gene 3,36,Neurodegeneration-Related,,0.01593,0.7907,0.6607,0.4532,0.2471,0.4882,0.7108,0.3204,0.1159,0.8835,0.8168,-0.6042,0.9712,-0.04103,0.6362,0.1117,0.9628,-0.07446,0.0006231,2.921,0.5789,0.3706,0.01777,0.8295,0.02863,1.667,0.2263,-1.127,0.9819,0.2926,0.3853,1.678,0.9992,0.061,0.4596,1.366,8.27E-08,-1.575,0.6541,1.093,0.1435,2.057,0.001677,-1.672,0.2411,0.7335,0.9165,-0.1931,1.65E-11,-4.322,0.3156,0.5379,0.2476,0.2806,0.06267,0.5723,0.1581,0.4947,0.00004257,1.311,0.3013,0.2435,0.7735,-0.09565,0.6839,0.2223,0.8181,0.1703,0.02631,0.6408,0.0004776,1.125,0.0001462,1.769,0.4669,0.1471,0.1676,0.1264,0.9794,-0.147,0.8824,-0.1899,0.9974,0.0009781,0.9226,-0.005797
246,Lcn2,lipocalin 2,43,"Neutrophil, Monocyte",,0.009298,-1.98,0.9992,-0.2651,0.5713,-0.5825,0.4249,-0.884,0.9995,-0.01818,0.9991,0.9413,0.3483,1.807,0.4312,-0.5114,1,0,1,0,1,0,0.3593,-0.8863,0.9147,-0.3047,0.9095,-0.8583,0.868,1.382,0.3853,-5.17,0.9881,-0.3959,0.4283,-3.996,9.09E-09,4.96,0.01588,7.293,0.574,2.115,0.8407,-0.2225,0.538,0.2942,0.005897,-3.296,2.42E-10,-4.173,0.5062,0.2588,0.2555,0.8449,0.8728,0.2047,0.7733,0.337,0.1663,1.275,0.2177,1.042,0.9526,0.04973,0.4464,-0.3248,0.2682,0.7049,0.3256,0.3545,0.00519,1.464,0.007286,4.798,0.799,0.08994,0.07422,0.2105,0.8716,-0.4046,0.5133,-0.47,0.9153,0.03251,0.2558,-0.08787
247,Ldha,lactate dehydrogenase A,23,,,0.4242,0.3779,0.6975,0.5538,0.01024,1.033,0.6063,-1.112,0.9131,-0.4087,0.9991,-0.8968,0.9374,-0.1938,0.000002327,0.8452,0.9972,0.0116,0.7775,0.4537,0.06526,-0.7213,0.3906,0.2658,0.594,0.5251,0.6074,0.6992,0.9637,0.3993,0.4499,1.087,0.9992,-0.04277,0.5529,0.8063,0.000002956,2.02,0.5911,0.9864,0.279,-1.662,0.009168,1.016,0.0009099,-0.7608,0.4224,0.3295,0.00007802,0.7489,0.1753,0.2903,0.1364,0.1915,0.1429,0.227,0.1212,0.2273,0.2821,-0.1794,0.1308,0.4413,0.7916,0.07692,0.9932,0.003367,0.8317,0.1808,0.8383,0.08473,0.001776,0.7406,0.007547,0.5603,0.00614,-0.3182,0.000005814,-0.4303,0.8506,0.4423,0.6957,-0.3861,0.343,-0.4891,0.0001854,-0.4555
248,Ldlr,low density lipoprotein receptor,20,,,0.009464,1.42,0.9992,0.356,0.3158,0.7947,0.03275,3.293,0.9506,0.3859,0.9921,-1.192,0.01952,-4.1,0.000001163,2.2,0.9591,-0.1048,1,0,0.5596,0.2933,0.3632,0.4822,0.108,1.15,0.5674,0.9697,0.7441,2.693,0.3853,3.398,0.9992,-0.7525,0.9214,-0.1468,0.01006,1.533,0.9435,0.1859,0.6705,-0.7076,0.0145,1.687,0.4554,0.2035,0.9853,0.01532,0.208,-0.3082,0.04816,0.4762,0.002973,0.6921,0.1121,0.3036,0.002403,0.8525,0.0101,0.4385,0.1438,0.5184,0.4019,-0.2172,0.4849,0.2959,0.867,0.1366,0.6885,-0.139,0.03982,-0.5639,0.09611,-0.6931,0.008177,0.4006,0.0006616,0.3024,0.9141,-0.4852,0.9347,0.187,0.8941,-0.1125,0.00001343,0.5875
249,Lgals1,"lectin, galactose binding, soluble 1",14,,,0.9979,0.006436,0.9992,-0.3828,0.6374,0.5309,0.9865,0.08987,0.6746,0.5175,0.9991,0.6075,0.3741,1.035,0.455,-0.2559,1,0,1,0,1,0,0.000532,2.601,0.6638,0.387,0.001693,4.292,0.8103,1.286,0.9476,0.3155,0.8232,1.064,0.6848,0.5225,0.04595,-2.183,0.8162,0.5528,0.004694,3.096,0.0003799,3.335,0.009086,-1.143,0.8546,0.2076,1.49E-10,3.368,0.4579,0.2339,0.01463,0.6183,0.5596,-0.2055,0.9922,-0.007528,0.9257,0.03085,0.2863,0.3092,0.7682,0.08599,0.9148,0.055,0.9027,0.1467,0.0299,0.629,0.000008684,1.49,0.001138,1.515,0.6012,0.06354,0.1298,0.1051,0.9013,0.3768,0.7863,-0.2331,0.7914,0.0779,1.95E-08,0.7197
250,Lgals3,"lectin, galactose binding, soluble 3",25,Neurodegeneration-Related,,0.00003399,2.033,0.9992,0.3978,0.8813,-0.2192,0.002,2.762,0.02083,2.175,0.9991,-0.2082,0.1609,-0.7949,0.000703,1.918,1,0,0.01302,4.879,1,0,0.1995,1,0.03619,1.545,0.004975,4.145,0.7918,2.333,0.4631,2.196,0.998,0.3037,0.9268,-0.2849,1,0,0.6642,0.6783,0.8051,0.5776,0.000164,4.734,0.3782,0.3888,0.234,-1.285,0.00001526,0.9666,0.000001882,1.62,0.000006289,1.853,7.07E-07,1.657,0.00002328,1.902,0.00002113,2.364,0.4244,0.2199,0.8129,-0.1393,0.2477,0.6893,0.5558,0.457,0.0006009,2.512,8.94E-07,4.187,0.00001233,5.07,0.5944,-0.07589,0.3501,-0.1435,0.4969,1.25,0.2467,1.676,0.694,0.2186,4.39E-07,0.6736
251,Lig1,"ligase I, DNA, ATP-dependent",26,Proliferation,,0.7068,0.3638,0.9992,-0.09009,0.4255,0.5196,0.1625,2.024,0.7651,1.143,0.9991,-0.1111,0.4129,-0.9923,0.01145,0.2459,0.972,-0.07097,0.7926,0.4201,0.6747,0.3019,0.00004502,1.298,0.6364,0.8235,0.008908,2.248,0.9542,0.5047,0.3937,-2.02,0.7239,4.223,0.4283,4.565,0.002734,-1.37,0.4284,-1.666,0.1263,1.887,0.1177,1.682,0.000006626,-1.414,0.5596,0.3553,1.04E-08,2.922,0.1558,0.2702,0.3145,0.2329,0.7181,0.08802,0.3326,0.2355,0.8403,0.03348,0.5691,0.1301,0.7699,0.08278,0.7783,-0.1064,0.8411,0.1402,0.8091,-0.04948,0.4828,0.09191,0.9674,0.007312,0.003713,0.2816,0.6642,0.02626,0.8716,-0.8664,0.8971,0.2678,0.718,0.06111,0.01959,0.1042
252,Lmna,lamin A,17,LPS-Related,,0.9696,0.08323,0.9992,0.4989,0.4906,0.7147,0.5872,1.291,0.6877,0.9865,0.9991,-0.1512,0.8537,-0.4556,0.0003685,1.019,1,0,1,0,0.9611,-0.086,0.06439,1.342,0.9563,0.133,0.01263,3.209,0.9993,-0.08649,0.3853,2.212,0.9523,0.9949,0.4283,2.89,0.9229,0.1583,0.7766,-0.6596,0.001019,3.034,0.0332,1.93,0.09796,0.5254,0.146,1.747,0.000000377,3.129,0.8075,0.1537,0.4636,0.219,0.3939,-0.2619,0.9019,0.1173,0.4818,0.1384,0.7991,0.1318,0.3515,0.2525,0.9955,-0.005156,0.942,-0.06301,0.3644,0.4567,0.002106,0.9983,0.03986,0.9725,0.004618,0.3353,0.000002091,0.3882,0.9253,0.2834,0.6285,0.3421,0.3123,0.377,0.9299,-0.008641
253,Lmnb1,lamin B1,26,Proliferation,,0.5142,0.5805,0.906,0.5759,0.5341,0.5248,0.00031,3.229,0.2436,0.9323,0.8945,0.7247,0.002753,-1.572,0.00004676,1.91,0.8136,0.3762,0.6217,1.116,0.2972,0.6862,0.04067,1.051,0.4505,0.7932,0.05829,2.282,0.7441,2.471,0.3853,2.603,0.9992,-0.2818,0.7974,0.6843,0.03001,1.421,0.7945,0.6899,0.00003308,4.776,0.0007701,2.579,0.6771,-0.15,0.683,0.181,9.45E-09,2.566,0.0182,0.7298,0.2275,0.4311,0.0536,0.6732,0.06562,0.4547,0.3098,0.1583,0.2134,0.3384,0.5382,0.2195,0.9694,0.01773,0.87,0.1178,0.7466,-0.07376,0.3193,-0.1334,0.8556,-0.03179,0.9427,-0.01045,0.3022,-0.09319,,,,,0.8201,0.06312,0.2016,0.06365
254,Lox,lysyl oxidase,25,Neurodegeneration-Related,,2.11E-08,2.834,0.06069,1.369,2.01E-08,3.384,0.001049,4.429,0.2425,2.12,0.9991,-0.3983,0.06591,-2.707,0.000007749,1.235,1,0,0.002087,5.613,0.7682,0.4505,0.1767,1.316,0.05582,3.105,0.9732,0.1164,0.8339,2.842,0.3853,4.84,0.9992,0.2298,0.901,-0.3343,0.000005249,4.096,0.04611,4.259,0.9891,0.05054,0.7136,-0.4017,0.0636,1.301,0.1096,2.834,1,0,0.001375,2.562,0.0003981,1.383,0.0003466,1.833,0.00002328,2.124,0.007691,1.525,0.3154,0.5187,0.5402,-0.3022,0.281,0.5516,0.6037,0.5466,0.171,0.4918,0.01078,0.5799,0.006887,1.544,0.2669,-0.1264,0.434,0.06921,0.9986,-0.01294,0.3165,1.512,0.08581,0.4207,0.7433,0.0149
255,Lpl,lipoprotein lipase,25,Neurodegeneration-Related,,2.78E-16,2.386,2.90E-11,2.209,7.88E-13,2.645,0.0008616,5.948,0.02656,3.488,0.9842,-0.964,0.002581,-3.424,1.84E-07,4.003,0.005171,1.38,0.000001229,4.466,3.28E-12,2.565,7.93E-21,3.684,0.0315,3.794,0.001693,5.75,0.7874,2.614,0.3853,3.301,0.9992,-0.1186,0.4707,2.051,0.1286,1.282,0.9969,-0.01239,0.9006,-0.4225,0.01359,1.306,0.0001854,1.83,0.0669,1.563,7.14E-09,2.581,0.00008239,2.175,0.00003216,2.359,4.09E-07,2.016,0.0001355,2.283,0.00006191,0.797,0.3553,0.3208,0.5515,0.1724,0.7353,0.1515,0.5955,0.3178,0.008163,1.412,0.00002752,3.074,0.00172,2.401,0.05164,0.3223,0.004719,-0.29,0.735,0.939,0.3707,1.512,0.7931,0.1813,1.02E-10,-1.64
256,Ltc4s,leukotriene C4 synthase,2,,,0.1898,-0.4415,0.9992,-0.1123,0.4656,-0.379,0.1474,-0.91,0.5803,-0.6149,0.9991,0.04993,0.7911,0.345,0.000002754,-0.9343,0.7678,-0.3378,0.4926,-0.7858,0.1657,-0.822,0.1079,-0.9711,0.9722,-0.04277,0.7514,-0.2719,1,-0.00441,0.4036,-1.468,0.9992,-0.1449,0.4417,-1.292,2.54E-07,-2.569,0.908,0.2517,0.4645,-0.9641,0.01373,-1.691,0.0002358,-1.332,0.5648,-0.2575,1.21E-09,-2.357,0.1315,-0.3111,0.6321,-0.08154,0.9729,-0.008845,0.8707,-0.05245,0.03842,0.5752,0.2337,0.3883,0.807,0.07906,0.8915,0.0587,0.9986,0.0007933,0.1078,0.3992,0.2457,0.2218,0.02763,0.564,0.8976,0.02474,0.7583,-0.03153,,,,,0.1165,0.2612,0.4455,-0.05097
257,Ltf,lactotransferrin,43,"Neutrophil, Monocyte",,0.4494,-0.689,0.9992,-0.2857,0.7093,-0.4883,0.8384,0.4179,0.9662,0.3236,0.9991,0.8667,0.8127,0.7724,0.3822,-1.08,1,0,1,0,0.4943,-0.8909,0.3155,-1.069,0.6142,-1.053,0.6629,-2.414,0.8604,1.163,0.3853,-5.675,0.9747,-0.4708,0.4283,-4.256,0.02919,-2.076,0.6553,1.276,0.1028,3.948,0.02034,-3.687,0.8742,0.06024,0.007199,-3.164,1.81E-09,-3.778,0.6851,0.1571,0.01354,1.062,0.7245,0.2886,0.6257,0.3609,1,0,0.2461,0.7801,0.4004,0.1847,0.8408,0.08463,0.6812,0.2947,0.8257,0.1401,0.6862,-0.1474,0.7811,-0.05754,0.1135,0.4586,5.00E-07,1.064,0.9978,0.02334,0.7736,-0.243,0.03504,0.7733,0.002482,0.7159
258,Klrb1a,killer cell lectin-like receptor subfamily B member 1A,11,,,1,0,1,0,1,0,,,,,,,,,0.000007982,1.527,1,0,1,0,1,0,0.019,2.12,,,0.8647,0.3155,,,,,,,,,1,#NUM!,0.9256,0.3215,0.9801,0.0659,,,0.004325,2.103,1,0,1,0,0.002232,1.323,0.01985,0.6034,0.0009213,1.018,0.02644,0.7525,1,0,0.6869,0.09076,0.9649,0.02015,0.4979,0.3578,0.9517,0.05123,0.4041,0.1699,0.6084,-0.08747,0.6574,0.07939,0.002039,0.6766,0.5289,0.05749,0.9794,-0.1357,0.9619,-0.08098,0.354,0.1789,0.4485,0.06058
259,Cd93,CD93 antigen,45,Macrophage,,0.9541,0.08382,0.9992,-0.4923,0.02787,-1.465,0.9887,0.05788,0.5866,-1.211,0.6522,1.712,0.8965,0.4433,0.007762,-0.7295,0.8821,0.2416,0.8903,-0.3465,1,0,0.09801,-1.583,0.1151,-0.7955,0.9646,-0.1022,0.7442,1.545,0.4118,1.403,0.7626,1.434,0.5917,0.9185,0.3559,-0.7858,0.9802,0.06898,0.9387,-0.2235,0.005195,2.862,0.00001545,-2.542,0.425,-0.7527,0.000001738,2.597,0.5538,0.282,0.8136,-0.1561,0.04087,-0.9329,0.2822,-0.2599,0.1653,0.5237,0.2606,0.3572,0.931,-0.04581,0.9209,-0.04669,0.848,-0.1203,0.8096,0.1247,0.665,-0.0941,0.1749,0.2716,0.5453,0.1457,0.01241,0.3793,0.7226,1.107,0.1113,2.256,0.8819,0.1543,0.08377,0.3451
260,Pilrb1,paired immunoglobin-like type 2 receptor beta 1,42,,,1,0,0.9992,-0.288,0.7079,-0.4965,0.962,0.2581,0.3862,-1.539,0.8436,1.823,0.9959,0.02617,0.3422,-0.2041,1,0,1,0,1,0,1,0,0.755,0.6703,0.3339,1.762,0.9993,-0.147,0.5758,0.7634,0.9936,-0.7231,0.9745,-0.1668,0.0009506,3.476,0.05631,4.556,0.6127,-1.118,0.001049,3.184,0.5203,-0.2633,1,0,0.001425,-1.489,0.02807,1.014,0.03087,0.9377,0.04339,0.895,0.06818,0.7608,1,0,0.8718,0.04763,0.3399,0.223,0.9332,0.03413,0.861,0.1613,0.6007,-0.102,0.3266,-0.1303,0.5147,-0.1207,0.433,0.09416,0.7489,0.02861,,,,,0.1547,0.4778,,
261,Bco2,beta-carotene oxygenase 2,2,,,0.9905,0.01419,0.9992,-0.1541,0.6673,-0.2833,0.7412,0.9266,0.995,0.05102,0.9991,0.4712,0.8792,-0.4043,0.0006089,-0.3739,0.8956,-0.1512,0.6833,-0.3649,0.08629,-0.5291,0.004272,-0.7246,0.06906,-1.037,0.1059,-0.9976,0.9606,-0.4066,0.3853,-2.466,0.9992,0.43,0.4409,-2.505,0.00006519,-1.75,0.7694,0.8135,0.9574,0.2095,0.004787,-2.704,0.3081,0.3333,0.9203,0.05762,0.00000104,-1.457,0.4242,-0.2322,0.2147,-0.282,0.5149,-0.1909,0.4883,-0.1888,0.6676,0.08868,0.1517,0.4763,0.9859,0.007179,0.7413,0.1422,0.6646,0.2593,0.8327,0.04664,0.6047,0.1146,0.5602,0.1192,0.007255,0.2857,0.1813,0.1433,0.8903,0.7484,0.9762,0.09773,,,0.8095,-0.01923
262,Cd209a,CD209a antigen,45,Macrophage,,0.7319,0.5144,0.896,-0.6781,0.1776,-1.289,0.4744,-1.854,0.9875,0.06748,0.9991,0.1313,0.3483,2.053,0.00116,-0.9061,1,0,1,0,1,0,1,0,0.1104,-2.577,0.8961,-0.2668,0.985,0.252,0.3853,-2.049,0.9926,0.4501,0.7199,-0.6956,1,0,0.6212,1.044,0.2763,1.119,0.01106,-4.948,0.7473,0.2989,0.01105,-2.927,6.56E-08,-2.823,0.598,0.2422,0.2305,0.4747,0.3131,-0.248,0.8069,0.2186,0.7956,-0.1605,0.993,0.002976,0.7576,-0.08539,0.9622,0.01952,0.9198,0.06914,0.67,-0.1114,0.2466,-0.1468,0.6224,-0.06622,1,0,0.3922,0.08231,0.9713,-0.2196,0.7838,-0.3582,0.7845,-0.0488,0.3225,-0.05822
263,Ly9,lymphocyte antigen 9,25,Neurodegeneration-Related,,7.68E-13,1.451,0.01274,1.045,0.1546,0.5473,0.02863,1.729,0.06041,1.797,0.9991,0.1402,0.8711,0.2077,0.000001786,1.119,0.9855,-0.0355,0.0001884,3.477,0.2794,0.7336,3.78E-07,2.003,0.03244,2.128,0.7357,0.5611,0.8178,0.9437,0.3908,1.527,0.9437,1.035,0.5287,1.651,0.9448,0.06257,0.9084,-0.3863,0.171,1.743,0.002686,2.141,0.01129,0.7793,0.02713,1.483,7.17E-07,1.338,0.02488,0.9701,0.032,0.8076,0.002159,1.271,0.01373,0.858,0.00001226,2.891,0.9909,-0.005386,0.9396,0.03386,0.6273,0.3041,0.6374,0.2713,0.8079,-0.07807,0.2706,0.2008,0.06081,0.3238,1,0,0.4589,0.06653,0.9314,0.351,0.563,0.6397,0.139,0.2509,0.09951,-0.122
264,Lyz2,lysozyme 2,25,Neurodegeneration-Related,,0.0308,0.8738,0.9998,-0.006214,0.9911,-0.01199,0.01131,1.093,0.2251,0.9772,0.991,-0.3191,0.5185,-0.4348,0.001143,1.087,0.9284,0.135,0.00001427,2.887,0.5961,0.3019,0.2276,1.096,0.3396,0.7232,0.9004,0.1985,0.75,1.315,0.7342,0.4461,0.7962,1.031,0.7445,-0.5571,0.9221,-0.07355,0.2756,1.005,0.1268,1.05,0.002522,1.239,0.3125,0.1797,0.4589,-0.8779,5.72E-08,1.638,0.2012,0.2152,0.01842,0.4167,0.1011,0.3486,0.1661,0.2519,2.08E-08,2.025,0.1478,0.6659,0.7516,-0.09216,0.4024,0.3841,0.8066,0.1946,0.00009395,2.07,5.11E-07,3.251,0.00003848,3.926,0.0009128,0.7789,0.7138,-0.04147,0.8703,0.9606,0.216,1.962,0.0163,1.985,0.08297,0.1646
265,Maf,avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog,1,,,0.4715,0.3449,0.2632,-0.5261,0.3814,-0.343,0.9226,-0.4286,0.9295,0.5339,0.9991,-0.4112,0.8932,0.5514,0.0003189,-0.841,0.9855,-0.03364,0.0001338,-1.37,0.7734,-0.1605,0.5034,-0.2621,0.9052,-0.3052,,,0.7477,-1.336,0.724,-0.9745,0.9992,0.222,0.9856,0.05652,0.03273,-0.7983,,,,,0.001095,-2.273,0.4287,0.2354,0.3681,-0.3987,0.2087,-0.2345,0.5572,-0.5024,0.5824,-0.2015,0.5217,-0.2261,0.8166,-0.1713,0.09921,0.361,0.4585,-0.3246,0.2662,-0.5286,0.7489,-0.28,0.8669,-0.1941,0.4532,0.2379,0.008554,0.5391,0.7711,0.1227,0.006814,0.3333,0.3004,0.07815,0.9875,0.1509,0.7744,0.5038,0.006224,1.518,0.07053,-0.1445
266,Mical1,"microtubule associated monooxygenase, calponin and LIM domain containing 1",28,,,0.7114,0.3952,0.9992,-0.0531,0.3367,0.583,0.2641,1.346,0.03328,1.774,0.9991,-0.3606,0.9753,0.06738,0.04066,0.3313,0.9855,0.04572,0.03082,2.599,0.5689,-0.5119,0.002974,1.265,0.8264,-0.432,0.9214,0.1958,0.8832,-0.7509,0.7223,-2.075,0.9782,-0.4633,0.686,-2.228,0.003374,-1.457,0.6858,-0.9937,0.8744,0.4917,0.1842,-0.8896,0.02558,0.5738,0.2961,0.8941,2.52E-07,2.056,0.256,0.4472,0.4865,0.213,0.2459,0.3577,0.6142,0.1691,0.04573,0.2995,0.2607,0.5209,0.9244,-0.05859,0.8551,0.1227,0.7274,0.3395,0.6234,0.2517,0.004326,0.7166,0.0127,0.9443,0.1111,0.1243,0.0005273,-0.1856,,,,,0.3712,0.2019,0.6367,-0.03291
267,Mapkapk2,MAP kinase-activated protein kinase 2,17,LPS-Related,,0.41,0.4123,0.9992,0.09682,0.07103,0.7437,0.04828,1.15,0.7615,-0.3384,0.5189,1.034,0.5907,-0.4546,0.0004662,0.7122,0.9018,-0.1839,0.1097,1.547,0.7866,-0.2198,0.00188,1.024,0.3724,0.7163,0.17,0.7501,0.9832,0.3066,0.3927,1.533,0.9992,-0.02768,0.5159,0.9848,6.70E-08,2.202,0.05009,2.609,0.9217,0.1307,0.01571,0.8913,0.7586,0.0745,0.3216,0.3615,0.00003707,0.6946,0.553,0.2543,0.6548,0.1239,0.7695,0.1007,0.7188,0.1602,0.06693,0.207,0.4756,0.1712,0.8373,-0.06552,0.7207,0.1561,0.7668,0.2151,0.1432,0.2653,0.00595,0.5718,0.01883,0.933,0.00002304,0.5314,2.67E-13,0.5311,0.7783,0.6354,0.7604,0.3624,0.1967,0.3643,1.88E-08,0.3609
268,Masp1,mannan-binding lectin serine peptidase 1,25,Neurodegeneration-Related,,0.05052,0.7176,0.01836,1.116,0.0006304,1.476,0.008255,3.13,0.3355,1.823,0.9991,0.5835,0.5373,-0.7241,0.000104,0.4906,0.8264,0.3535,0.1338,1.963,0.5553,-0.5602,0.03691,0.9459,0.05636,1.735,0.7934,0.7324,0.9993,0.2015,0.9814,-0.06817,0.7239,2.756,0.699,1.905,5.82E-07,-3.072,0.9919,0.01682,0.0001275,3.786,0.2397,-1.108,0.00304,0.736,0.6635,0.3148,0.00442,-0.892,0.002522,1.35,0.07495,0.7127,0.03381,0.9521,0.1431,0.8559,0.3439,0.2526,0.4839,0.1717,0.7084,0.1064,0.5129,-0.2753,0.7711,-0.1673,0.2855,0.3165,0.001974,0.9714,0.02243,0.6722,,,,,,,,,,,,
269,Matk,megakaryocyte-associated tyrosine kinase,1,,,0.9289,-0.1231,0.5473,-0.5908,0.6657,-0.3126,0.8509,-0.4373,0.8942,0.3271,0.9991,-0.4357,0.8644,0.3287,0.00456,-0.2948,0.9163,-0.1866,0.9103,0.3461,1,0,0.7679,-0.3529,0.07812,-1.271,0.2405,-0.8021,0.964,0.3919,0.4067,-1.32,0.9922,-0.3399,0.4463,-1.615,3.73E-12,-2.629,0.2992,-1.952,0.9566,0.1578,0.003024,-1.824,0.04177,0.6886,0.5656,-0.2104,0.0001191,-0.9765,0.9048,0.0571,0.6436,-0.1801,0.5107,0.1777,0.961,-0.04953,0.4932,-0.1513,0.7199,-0.1992,0.585,-0.2165,0.3393,-0.9222,0.801,-0.2683,0.6233,0.1094,0.2499,-0.2255,0.2489,-0.3968,0.2307,-0.1714,0.9818,0.002328,0.9797,0.09496,0.7857,-0.2351,0.01119,-0.8022,5.11E-09,-0.3754
270,Matn2,matrilin 2,41,,,0.02322,-1.625,0.9992,-0.01602,1,0,0.9556,-0.2265,0.9792,-0.185,0.9991,-0.2103,0.9712,-0.1687,0.2209,-0.08698,0.9674,0.08369,1,0,1,0,0.1121,-1.18,0.8544,-0.3683,0.5607,0.731,0.9539,-1.309,0.9749,0.05949,0.9992,0.5729,0.4409,1.713,0.08395,1.903,0.8312,-0.4237,0.4608,-1.477,0.003477,3.54,0.2247,0.8762,1,0,9.71E-07,5.837,0.6691,-0.3524,0.8227,0.2772,0.4178,-0.5317,0.9945,-0.01487,0.9156,0.03826,0.8403,0.08295,0.4043,-0.3464,0.9617,-0.05848,0.9166,0.1489,0.09528,0.8057,0.0003437,1.918,0.0001036,2.145,0.03445,0.2446,0.06558,-0.2405,0.5594,1.543,0.2575,1.435,,,0.003974,0.6458
