Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Fcrl1,0.022059,NaN,1.482043,1.050533
Fcrls,3.126176,-0.411256,2.731323,2.03833
Fdx1,0.047353,-0.454561,0.147962,0.271579
Fech,0.062353,-0.941762,0.317919,0.346055
Fem1a,0.095588,0.026825,0.250995,0.315941
Fem1b,0.062647,-0.273391,0.707792,0.544223
Fen1,0.017059,0.728869,0.854435,0.626971
Fer,0.041176,NaN,1.627871,1.150571
Fermt3,0.361176,-0.819108,1.420691,1.007297
Fes,0.281471,-1.200048,0.965707,0.69322
Fez2,0.380882,-2.26837,6.998747,5.910486
Fgd2,0.632647,-1.816765,10.540515,9.263319
Fgd4,0.054118,0.508072,0.733135,0.555067
Fgfr1op,0.041765,-0.251696,0.10084,0.248015
Fgfr1op2,0.177647,-0.631656,0.698011,0.5376
Fggy,0.008235,1.639317,0.15331,0.273725
Fgl2,0.028529,2.767325,8.558901,7.403027
Fhod1,0.047647,-2.25996,1.387993,0.985447
Fig4,0.048824,-1.78819,0.541341,0.455472
Filip1l,0.275,-4.178879,8.641221,7.477494
Fip1l1,0.117647,-0.789526,1.210352,0.868706
Fiz1,0.065294,-2.503022,1.215213,0.871413
Fkbp15,0.179118,-0.082946,0.107587,0.250949
Fkbp1a,0.176176,-0.204626,0.278914,0.326576
Fkbp2,0.190882,0.52331,1.035049,0.743839
Fkbp3,0.091176,-0.814806,0.345164,0.351998
Fkbp4,0.147353,-0.832924,0.630456,0.500709
Fkbp5,0.187647,-0.508171,0.041159,0.22337
Fkbp7,0.068529,-1.572792,0.689271,0.532463
Fkbp8,0.123235,0.750512,1.075407,0.770156
Fkrp,0.066176,-0.187403,0.014636,0.213737
Fktn,0.074706,-1.249832,0.801031,0.592601
Flcn,0.135588,-0.309302,0.117574,0.256221
Fli1,0.310882,-0.721944,1.755746,1.248739
Flii,0.11,-1.085576,1.566241,1.108714
Flna,0.058235,-0.042507,0.769609,0.574842
Flnb,0.059706,-0.309812,0.212561,0.295031
Flot1,0.058824,-0.04371,0.221006,0.300045
Fmnl1,0.288824,-0.907945,1.372319,0.973329
Fmnl2,0.037059,-0.262675,0.31713,0.345877
Fmnl3,0.341471,-1.110785,2.540455,1.878995
Fmo5,0.026176,0.731268,0.296748,0.333959
Fnbp1,0.224706,-0.206308,0.815725,0.60217
Fnbp1l,0.055882,-0.26216,0.038613,0.22282
Fnbp4,0.077941,-0.449702,0.150658,0.272308
Fndc3a,0.138529,0.029194,0.153232,0.273812
Fndc3b,0.090882,0.253986,0.962755,0.691285
Fnip1,0.177647,-0.567239,0.817441,0.603175
Fnta,0.132647,-0.319686,0.322401,0.348084
Fos,0.009706,0.488008,0.106739,0.250335
Fosl2,0.033235,-0.528785,0.253507,0.316483
Foxk1,0.055588,-0.444878,1.148908,0.825497
Foxn3,0.129118,-0.331405,0.292487,0.331391
Foxo1,0.130588,-1.377491,0.561822,0.46712
Foxo3,0.197647,-1.653465,1.296623,0.924571
Foxp1,0.172647,-1.098468,0.748792,0.562288
Fpgs,0.023529,-2.168038,0.390818,0.373671
Fpgt,0.025294,-0.10245,0.164635,0.275975
Frg1,0.122647,-0.652773,1.586338,1.122531
Frmd4a,0.872059,-1.284002,4.015425,3.161359
Frmd4b,0.330294,-1.171897,3.119159,2.378617
Frmd8,0.145,0.041336,0.182703,0.279412
Frrs1,0.033824,1.693831,2.929225,2.207989
Frs2,0.049412,-0.560355,0.549492,0.459897
Fryl,0.061471,-0.571616,0.060185,0.232931
Fscn1,1.341765,-1.421114,13.915441,12.484225
Fth1,1.920294,1.514116,42.318021,40.017573
Ftl1,0.036765,2.160799,13.432738,12.02716
Fto,0.04,0.373856,0.834449,0.613363
Ftsj2,0.045882,-3.45344,1.358231,0.965463
Ftsj3,0.087647,-1.197382,0.054339,0.22978
Fubp1,0.156471,-0.53682,0.348924,0.353505
Fubp3,0.066176,0.126705,0.07319,0.236187
Fuca1,0.220588,1.285436,6.761763,5.69558
Fuca2,0.252059,0.263736,0.514011,0.441578
Fundc1,0.11,-0.692565,0.628418,0.49955
Fundc2,0.038235,1.446219,3.724494,2.904771
Fus,0.157059,0.097696,1.017453,0.732784
Fut11,0.095,-0.384487,0.534,0.453137
Fut4,0.007647,-3.868478,0.035153,0.220852
Fut7,0,NaN,0.73654,0.555018
Fut8,0.087941,-0.637152,0.070667,0.23523
Fxc1,0.032059,1.213525,1.67646,1.19026
Fxr1,0.108235,-1.047744,0.716953,0.545227
Fxr2,0.070588,-0.52034,0.250777,0.315817
Fxyd5,0.032059,2.811971,15.590084,14.088977
Fxyd6,0.002647,3.890856,1.40189,0.993537
Fyb,0.425588,-0.675365,1.001386,0.720884
Fyco1,0.052941,-3.200459,1.607756,1.138217
Fyn,0.047059,0.565316,1.15942,0.832792
Fyttd1,0.095294,-0.700533,0.81736,0.603271
Fzr1,0.076471,-1.409046,1.120559,0.804188
G3bp1,0.161765,-0.131774,0.179647,0.277486
G3bp2,0.311765,-0.678728,1.324638,0.945095
G530011O06Rik,0.088529,-1.192204,1.054945,0.758388
G6pc3,0.114706,0.374379,0.695122,0.53581
G6pdx,0.088235,0.180572,0.535774,0.453992
Gaa,0.166176,0.424565,1.479984,1.04994
Gab1,0.148824,-2.220294,3.062833,2.327643
Gab2,0.083529,-0.497606,0,0.208822
Gabarap,0.393824,0.757905,4.452229,3.553181
Gabpb2,0.073824,-1.439142,0.821558,0.605865
Gad1-ps,0.009118,NaN,0.711839,0.544131
Gadd45a,0.008235,-0.068502,0.248515,0.316075
Gadd45gip1,0.087059,-0.377491,0.102171,0.248726
Galc,0.078529,0.505976,2.026311,1.455028
Galk1,0.024118,0.997972,0.75164,0.563965
Galnt1,0.292941,-0.431072,0.354726,0.355742
Galnt12,0.078235,-0.797056,0.753378,0.565199
Galnt2,0.187059,-1.242516,1.657911,1.175689
Galnt3,0.018235,0.521622,1.96628,1.409341
Galnt4,0.074118,-0.606159,0.223369,0.3015
Gamt,0.015588,0.351969,0.102484,0.248729
Gan,0.018824,-2.84611,0.035153,0.220923
Ganab,0.202647,0.191504,1.066703,0.76495
Gapvd1,0.200882,-0.1829,0.11097,0.25261
Garnl3,0.071176,-1.305541,1.348071,0.959313
Gars,0.08,0.444939,1.061515,0.761935
Gas5,0.167941,1.158431,5.622817,4.634122
Gas6,0.419118,-0.387396,0.581566,0.474521
Gatad1,0.079118,-1.432145,0.53201,0.45167
Gatad2a,0.168824,-0.438127,0.594432,0.482913
Gatad2b,0.042059,-2.868478,0.812104,0.600324
Gatc,0.101765,-0.536577,0.118045,0.256298
Gatm,0.261765,-1.2446,1.941381,1.389896
Gba,0.214706,0.589336,3.905451,3.062885
Gba2,0.052059,-0.387716,0.179412,0.277338
Gbe1,0.013824,0.321767,0.160184,0.27521
Gbf1,0.118529,-0.693391,0.491448,0.429799
Gbp7,0.237647,-3.241287,5.843442,4.840754
Gbp9,0.032647,0.883036,0.961447,0.690179
Gcap14,0.038235,-0.462485,0.005414,0.210862
Gcc1,0.034412,-1.231048,0.360097,0.357628
Gcc2,0.060294,0.292033,0.198463,0.286738
Gcfc1,0.052647,0.034647,0.349949,0.353883
Gch1,0.021176,0.592774,0.70722,0.544126
Gclc,0.104706,-1.577682,0.691595,0.533693
Gcn1l1,0.067059,-0.525194,0.279505,0.326972
Gcnt1,0.315,-0.567445,0.882566,0.642627
Gcsh,0.020882,1.074532,0.614173,0.492126
Gdap2,0.045588,-0.177376,0.224016,0.301785
Gde1,0.102059,1.131263,3.542313,2.744975
Gdi1,0.139118,-0.824916,0.339905,0.354062
Gdi2,0.863529,0.108365,0.433344,0.396059
Gdpd1,0.022353,-0.892403,0.167825,0.274937
Gemin5,0.050588,-0.290522,0.570496,0.470351
Gemin7,0.110294,-0.663502,0.250252,0.31604
Gemin8,0.008824,NaN,1.032199,0.742686
Gfer,0.072941,0.455195,0.131541,0.262295
Gfm1,0.011471,0.500756,0.288128,0.330793
Gfm2,0.092353,-0.496874,0.151339,0.272495
Gfod2,0,NaN,NaN,NaN
Gfpt1,0.140882,-1.213939,1.413765,1.002339
Gga1,0.049706,-1.045355,0.276498,0.325813
Gga3,0.091176,0.304031,0.07043,0.235068
Ggh,0.114118,1.381796,5.913526,4.907545
Ggnbp1,0.031176,1.747898,0.312241,0.343828
Ggnbp2,0.197941,-0.573816,0.247128,0.315524
Ggt5,0.088824,-4.82148,3.559904,2.7612
Ggta1,0.191471,-3.759664,5.847421,4.843638
Ghdc,0.066765,-0.136605,0.104997,0.249764
Ghitm,0.238235,0.842609,0.862645,0.631865
Gigyf2,0.078235,-1.157231,0.425373,0.391509
Gimap1,0.037059,-1.82339,0.848815,0.623548
Gimap6,0.102647,-4.155689,3.267421,2.507928
Gin1,0.011176,-0.168038,0.048798,0.227349
Gins4,0.022647,0.265615,0.147047,0.270909
Git1,0.046471,-0.062428,0.011375,0.212875
Git2,0.471765,-1.230534,1.913603,1.367885
Gkap1,0.056765,0.22819,0.775128,0.578484
Glb1,0.133235,0.951109,3.598792,2.797344
Glb1l,0.008235,0.548169,0.0451,0.225377
Glg1,0.243529,-0.642356,0.55775,0.464263
Glipr1,0.033235,1.96015,3.876357,3.036807
Glo1,0.071176,-0.332014,0.187887,0.280926
Glod4,0.050588,0.653625,0.135735,0.264232
Glrx,0.035,-0.180213,0.604157,0.487264
Glrx2,0.105882,-1.284852,0.43316,0.39623
Glrx3,0.129706,0.469392,2.635671,1.954316
Glrx5,0.057059,0.186246,1.007552,0.725388
Glt25d1,0.153529,0.820864,1.946737,1.3937
Glt8d1,0.101176,-0.893863,1.180286,0.84762
Gltp,0.155294,1.255174,7.760478,6.636121
Gltpd1,0.007353,-0.004539,0.252619,0.316346
Gltscr2,0.166471,0.653088,1.512146,1.072336
Glud1,0.234118,0.231511,0.576133,0.471723
Glul,3.407353,-1.334853,22.122472,20.320335
Glyr1,0.113235,-0.416903,0.161266,0.275707
Gm10012,0.100882,0.594773,2.62748,1.947168
Gm10036,0.312941,1.154975,9.706352,8.483271
Gm10039,0.102647,0.418302,1.169805,0.841096
Gm10059,0.476765,1.044275,9.790525,8.558262
Gm10069,0,NaN,0.73654,0.555183
Gm10073,0.365294,1.374489,17.453377,15.856221
Gm10076,0.659706,1.496788,26.886031,24.928006
Gm10110,0.010294,-3.297321,0.496095,0.430923
Gm10119,0.154706,1.178906,9.603811,8.386148
Gm10136,0.175,1.658244,18.90836,17.251364
Gm10154,0.249706,0.842122,9.296106,8.099461
Gm10159,0.352059,0.975261,11.133874,9.839892
Gm10186,0.336765,1.616274,20.96388,19.231634
Gm10222,0.714118,0.404193,2.851856,2.142472
Gm10250,0.101176,0.342335,1.317099,0.939377
Gm10260,0.147647,1.096433,9.845436,8.609446
Gm10279,0.086765,1.531273,10.414998,9.1419
Gm10288,0.368824,0.850253,7.045126,5.955531
Gm10294,0.267353,1.226621,13.457948,12.049594
Gm10397,0.449412,-0.695618,1.437631,1.017425
Gm10443,0.233529,1.58051,18.088757,16.460407
Gm10492,0.017059,-3.441056,0.191249,0.282442
Gm10713,0.091471,0.628007,1.047157,0.753817
Gm10801,0.109412,-0.952309,2.518206,1.860223
Gm10925,7.284412,0.791678,16.524394,14.968239
Gm11263,0.397059,1.111819,13.488281,12.077135
Gm11353,0.043529,1.822181,6.223361,5.193592
Gm11361,0.333824,1.489229,15.502071,14.007803
Gm11407,0.358529,0.829593,5.633207,4.643452
Gm11410,3.418529,0.924505,16.46548,14.91708
Gm11478,0.265,1.478058,16.269081,14.724508
Gm11518,0.126765,0.835306,4.214595,3.339028
Gm11648,0.053235,-0.645516,0.169378,0.274789
Gm11696,0.018235,0.605686,0.28803,0.330793
Gm11741,0.198529,1.23088,10.405475,9.13441
Gm11810,0.002941,1.679959,0.328034,0.350219
Gm11942,0.780294,1.004,13.740802,12.324015
Gm11944,0.045294,-1.149422,0.415129,0.385825
Gm12060,0,NaN,0.73654,0.555348
Gm12166,0.357353,-0.25996,0.243552,0.31334
Gm12183,0.092941,-1.114267,0.352383,0.354698
Gm12254,0.126176,1.415803,6.608445,5.55351
Gm12341,0.007647,2.416925,0.394867,0.375338
Gm12630,0.359412,0.536935,3.414117,2.637416
Gm12940,0.079412,-0.544414,0.767451,0.573364
Gm12942,0.082941,-0.12768,0.547999,0.459339
Gm13048,0.434412,1.208143,14.446403,12.991053
Gm13139,0.074706,-0.816873,0.280055,0.327425
Gm13157,0.058824,-0.929251,0.002372,0.209443
Gm13192,0.168824,1.597793,14.215581,12.763322
Gm13226,0.143529,1.335853,11.770148,10.454227
Gm13241,0.003235,NaN,0.537648,0.453498
Gm13339,1.941471,0.523954,4.032236,3.176613
Gm13340,1.171176,1.113178,14.707501,13.245902
Gm13341,0.195294,0.578456,3.180772,2.431163
Gm13408,0.450294,0.908128,10.093803,8.842573
Gm13436,0.288235,1.312122,11.120596,9.828748
Gm13456,0.622353,1.337027,21.354427,19.598047
Gm13476,0.098529,0.2513,0.124582,0.259421
Gm13479,0.003235,NaN,0.341113,0.351995
Gm13826,0.235588,1.552626,13.711502,12.297544
Gm13841,0.209706,0.999862,4.641729,3.71877
Gm13868,0,NaN,NaN,NaN
Gm13889,0.067941,0.565176,1.581107,1.120451
Gm14048,0.037647,-2.583075,0.26956,0.321873
Gm14303,0.457353,1.013898,12.395183,11.041678
Gm14456,0.917059,1.077306,17.017706,15.441533
Gm14586,0.243529,1.12716,11.221765,9.923483
Gm14680,0.006176,0.899076,1.29046,0.920961
Gm15169,0.002353,NaN,0.341113,0.352101
Gm15344,0.155588,-0.615249,0.128844,0.261125
Gm15427,0.546765,1.05513,12.530519,11.167087
Gm15430,0.420882,1.119818,12.501522,11.140593
Gm15459,0.55,0.157896,1.516184,1.074874
Gm15500,0.420588,1.238906,17.388159,15.799519
Gm15564,0.066765,0.134697,0.220015,0.299688
Gm15710,0.710882,0.802414,7.118452,6.018033
Gm15725,0.539118,-0.033614,0.024741,0.218725
Gm15772,0.497941,1.629177,25.972537,24.061255
Gm15920,0.07,0.819787,3.519501,2.727582
Gm16238,0.344412,1.294862,12.575663,11.207181
Gm16247,0.16,1.862142,19.216676,17.534276
Gm16286,0.153235,0.045227,0.084132,0.240657
Gm16516,0.002353,0.639317,0.251591,0.316069
Gm16517,0.077059,-0.34348,0.201138,0.288435
Gm16586,0.008824,-1.267574,0.340857,0.35396
Gm16641,0.006471,-0.305541,0.250564,0.316072
Gm16702,0.015588,NaN,0.711839,0.544291
Gm16845,0.017647,-0.827001,0.250564,0.316165
Gm17084,0.074412,0.38035,0.233519,0.307086
Gm17586,0.037647,-1.360683,0.713751,0.54428
Gm2000,0.270294,0.992262,8.988414,7.811817
Gm20518,0.001176,1.831962,0.252619,0.31644
Gm2237,0.057647,-2.695285,0.661844,0.518248
Gm2a,0.469118,0.780399,4.890701,3.947234
Gm3194,0.011765,0.033596,0.221261,0.300209
Gm3386,0.036471,1.027513,2.051156,1.473753
Gm4070,0.023235,0.228621,1.309512,0.934633
Gm4149,0.349706,1.357053,15.490092,13.999204
Gm4604,0.350588,0.636548,5.166963,4.201973
Gm4902,0.023529,2.109947,4.606715,3.687382
Gm5069,0.015588,NaN,0.341113,0.352207
Gm5073,0,NaN,0.73654,0.555513
Gm5121,0.012059,-1.355665,0.29186,0.331955
Gm5239,0.233235,1.726306,23.498216,21.652613
Gm5244,0.371765,1.507607,18.822751,17.170663
Gm5431,0.065,-0.512997,0.264473,0.320816
Gm5559,0.469706,1.413005,18.045951,16.422197
Gm5578,0.036176,-0.82515,0.596415,0.484333
Gm5805,0.266471,1.668591,18.790026,17.142791
Gm5812,0.046176,-0.440291,0.076997,0.237222
Gm5918,0.017647,-3.489966,0.496094,0.431049
Gm5963,0.246765,1.520315,16.470954,14.918694
Gm6023,0.095294,1.353199,7.110744,6.013056
Gm6030,0.150588,2.117364,21.439177,19.676548
Gm608,0.055294,-1.168038,0.798569,0.591893
Gm6202,0.195588,1.345016,12.818835,11.442667
Gm6415,0.040294,1.34864,3.428179,2.649523
Gm6483,0.449118,-0.902172,2.182725,1.579942
Gm6563,0.037353,-0.764405,0.513609,0.441433
Gm6583,0.004706,0.738853,0.251591,0.316162
Gm6851,0.012059,-0.52559,0.217294,0.297961
Gm6863,0.134706,0.53579,1.867823,1.333416
Gm7079,0.295,0.791115,6.486639,5.441464
Gm7290,0.114706,1.359058,9.385211,8.179932
Gm7331,0.320294,1.757892,28.140437,26.151743
Gm7363,0.219118,1.73588,20.530014,18.815027
Gm7658,0.062353,0.233325,1.332014,0.950644
Gm8129,0.043824,1.939223,7.053263,5.959641
Gm8292,0.294412,0.57382,2.638616,1.956739
Gm8730,0.611765,1.352626,20.082644,18.378793
Gm8759,0.388235,0.860103,8.153635,7.021979
Gm885,0.173529,0.382278,0.618522,0.493295
Gm9294,0.051176,1.492306,6.474545,5.430574
Gm9392,0.046471,-2.301894,1.018243,0.733155
Gm9493,0.111471,1.634415,12.324653,10.976028
Gm9769,0.006765,-2.6916,0.344921,0.352182
Gm9781,0.053529,0.390257,0.316602,0.34606
Gm9843,0.544118,1.196004,18.397747,16.764751
Gm9846,0.109118,0.420808,2.684901,1.996707
Gm9858,0.064706,0.542455,2.979876,2.251719
Gm9888,0.017647,NaN,0.537648,0.45363
Gm996,0.019118,-0.332425,0.149218,0.27177
Gmeb2,0.012647,-0.50684,0.031051,0.220632
Gmfb,0.144118,-0.565517,0.180118,0.277697
Gmfg,0.105588,-0.352097,0.464801,0.41404
Gmip,0.258235,-1.571076,1.440425,1.019359
Gmnn,0.019706,-1.146664,0.066641,0.235278
Gmppa,0.035588,0.235027,1.109858,0.794837
Gmpr2,0.110882,-1.267027,0.896867,0.653324
Gmps,0.037647,1.249815,0.227148,0.303459
Gna11,0.054706,-0.034771,0.238311,0.310315
Gna12,0.531176,-0.000778,0.252611,0.316527
Gna13,0.420294,-0.62646,2.026047,1.455573
Gna15,0.622647,-1.364094,6.830659,5.75552
Gnai2,2.349706,-0.861542,8.525058,7.372286
Gnai3,0.125882,-0.525801,0.146478,0.270585
Gnaq,0.232941,0.051228,0.08778,0.242786
Gnas,1.475882,2.152279,53.754474,51.194388
Gnb1,0.453529,-0.351357,0.306991,0.33999
Gnb1l,0.020882,-1.617345,0.052522,0.228544
Gnb2,0.362353,-1.259899,3.311006,2.546484
Gnb2l1,0.86,0.750776,8.622465,7.461896
Gnb4,0.094706,-3.592064,2.531646,1.871679
Gne,0.023235,-0.012387,0.103545,0.249012
Gng10,0.684412,-0.752381,2.374102,1.737354
Gng12,0.096176,1.544904,7.11711,6.018059
Gng2,0.283529,-1.254379,3.105931,2.365987
Gng5,0.129412,0.312697,1.743722,1.240542
Gngt2,0.312059,-0.568195,0.647835,0.5101
Gnl3,0.124412,-0.466287,0.192828,0.283404
Gnl3l,0.017941,-3.513813,0.645131,0.50844
Gnpat,0.11,-1.648843,0.776794,0.579294
Gnpda2,0.068529,0.589828,0.422124,0.389669
Gnptab,0.034412,1.131522,2.508415,1.851913
Gns,1.493824,0.618019,6.442867,5.40249
Golga2,0.041471,1.160016,1.070752,0.767472
Golga3,0.046765,0.841007,1.976177,1.417274
Golga4,0.094118,-0.030534,0.389976,0.373281
Golga5,0.060294,-0.262555,0.010851,0.212625
Golgb1,0.11,-1.585649,1.509374,1.070461
Golim4,0.066471,-2.666289,0.876025,0.638535
Golm1,1.740588,-0.806389,6.769101,5.699102
Golph3,0.117353,-0.710251,0.123776,0.259013
Golph3l,0.068824,-0.337963,0.102362,0.248762
Golt1b,0.052059,0.209847,0.579636,0.473563
Gon4l,0.023824,0.015674,0.654165,0.513735
Gopc,0.087353,-1.273833,0.974035,0.700733
Gorasp1,0.057941,-3.620165,0.85876,0.629273
Gorasp2,0.107941,0.405083,0.953978,0.684332
Got1,0.023529,3.143029,8.125061,6.994874
Gp9,0.151471,-3.269576,4.346276,3.455762
Gpaa1,0.105882,-0.659891,0.024932,0.218499
Gpam,0.08,-3.168038,2.538015,1.877551
Gpatch2,0.037059,-0.935864,1.169957,0.841016
Gpatch3,0.023824,-1.18596,0.283589,0.328809
Gpatch4,0.041471,NaN,1.334564,0.951359
Gpatch8,0.125294,0.515105,0.261847,0.31962
Gpbp1,0.161471,-0.58922,0.347867,0.35277
Gpbp1l1,0.099412,-0.787558,0.819559,0.604758
Gpc2,0.528529,-1.69401,8.199723,7.062138
Gpcpd1,0.050588,0.545249,0.676058,0.525599
Gpd1,0.02,-1.933573,0.544051,0.456855
Gpd1l,0.085,-0.484983,0.106044,0.250187
Gpd2,0.010588,1.019589,0.705394,0.542774
Gpi1,0.211471,0.364482,3.124652,2.383512
Gpnmb,0.006176,4.174354,5.666424,4.675606
Gpr108,0.100588,-0.436143,0.150235,0.272048
Gpr114,0.015588,-0.989068,0.568704,0.470335
Gpr125,0.029118,-1.405077,0.721669,0.547352
Gpr137,0.085,-0.819402,0.016759,0.214553
Gpr146,0.21,-0.29909,0.654531,0.51395
Gpr155,0.436471,-0.978799,2.347468,1.714473
Gpr160,0.094412,-1.794028,0.707497,0.544244
Gpr165,0.041176,NaN,2.343053,1.711457
Gpr172b,0.028529,0.53583,0.520144,0.445522
Gpr180,0.039706,0.355059,0.100197,0.247759
Gpr183,0.487059,-0.901523,2.291816,1.668518
Gpr34,3.750882,-0.85822,12.216125,10.879465
Gpr35,0.099118,-1.949933,0.340444,0.354284
Gpr56,1.185588,-1.375122,11.879494,10.559049
Gpr65,0.018824,3.680585,9.736835,8.511934
Gpr77,0.130588,-1.677052,1.78383,1.267286
Gpr84,0.173529,0.980538,2.473382,1.823727
Gprasp1,0.100294,-1.314879,1.244414,0.887955
Gprasp2,0.041176,NaN,1.91604,1.369175
Gps2,0.079412,0.516698,1.184702,0.850396
Gpsm3,0.132941,-0.740289,0.170556,0.275113
Gpx1,0.53,-0.075029,0.255336,0.316616
Gpx3,0,NaN,2.986807,2.257485
Gramd1a,0.122353,-0.283515,0.102607,0.248696
Gramd3,0.015294,0.52384,1.394481,0.990284
Grap,0.099706,-2.485717,4.2598,3.378482
Grb2,0.418235,-0.920644,0.917262,0.667387
Grcc10,0.034118,0.163806,0.097094,0.246741
Grhpr,0.025588,1.389019,0.564259,0.468067
Grina,0.220588,0.897764,3.698096,2.884079
Grinl1a,0.061176,-0.100293,0.212678,0.295057
Gripap1,0.050294,-0.753,0.089648,0.24374
Grn,3.173235,1.03402,26.594712,24.655992
Grpel1,0.117647,-0.86938,0.083297,0.240428
Grpel2,0.077647,-2.457545,0.636185,0.504676
Grsf1,0.135882,-0.106898,1.285377,0.917149
Gsdmd,0.18,-1.076698,1.536952,1.087457
Gse1,0.072941,-1.056145,0.26819,0.321466
Gsk3a,0.052647,-0.128292,0.300107,0.336419
Gsk3b,0.237059,-0.708932,1.697854,1.205954
Gsn,0.008529,0.617837,0.150955,0.272275
Gspt1,0.230882,-0.184674,0.046117,0.226179
Gstz1,0.022647,-1.527934,0.918098,0.66803
Gt(ROSA)26Sor,0.022647,-0.975393,0.16149,0.275681
Gtf2a2,0.087647,0.072225,0.247934,0.31568
Gtf2b,0.103529,-1.820115,0.801624,0.592843
Gtf2e2,0.057941,-0.468162,0.011899,0.212921
Gtf2f1,0.053235,-0.160089,0.163853,0.275949
Gtf2f2,0.108824,-2.451492,0.920123,0.66928
Gtf2h2,0.215294,-1.282858,3.745027,2.922424
Gtf2h3,0.02,NaN,0.875241,0.638876
Gtf2h5,0.086471,-0.301621,0.103253,0.249032
Gtf2i,0.297647,-1.330853,2.020667,1.450597
Gtf2ird1,0.032647,1.156487,0.099861,0.24781
Gtf2ird2,0.027353,-1.063341,0.483697,0.426287
Gtf3c1,0.022059,-0.039305,0.185416,0.28108
Gtf3c2,0.103235,-0.612138,0.546224,0.458097
Gtf3c4,0.062941,0.96086,3.851331,3.014776
Gtl3,0.07,-0.587122,0.090489,0.24397
Gtpbp1,0.119118,-1.852536,0.791718,0.58818
Gtpbp2,0.035882,-0.098775,0.375142,0.365618
Gtpbp4,0.112059,-1.719317,0.943519,0.679301
Gtpbp5,0.066765,-1.187231,0.444117,0.401587
Gtpbp6,0.050294,0.662037,1.748201,1.243633
Guf1,0.008235,1.234061,0.61792,0.493419
Gusb,0.512059,1.791202,27.188383,25.220374
Gxylt1,0.117059,-0.873925,0.606327,0.487723
Gyg,0.049118,-0.059889,0.813485,0.601173
Gys1,0.011765,0.368015,0.568704,0.470472
Gzf1,0.029412,-1.168038,0.256851,0.316902
Gzmc,0.001176,NaN,0.341113,0.352313
H13,0.194706,-0.383907,0.238367,0.310279
H1f0,0.010882,1.429864,0.394867,0.375452
H2-Aa,0.102647,0.958526,2.606704,1.930538
H2-Ab1,0.108529,0.828047,3.812997,2.982371
H2afj,0.126471,0.014507,0.443565,0.401395
H2afy,0.262647,-0.591176,0.428892,0.393734
H2afz,0.115,0.515558,2.048557,1.471974
H2-D1,0.337941,2.988854,51.773366,49.318016
H2-DMa,0.105294,1.26701,6.07931,5.063293
H2-DMb1,0.138529,-0.447708,0.207599,0.292131
H2-Eb1,0.115882,0.438729,1.898401,1.357998
H2-K1,0.428824,2.197553,33.964708,31.840352
H2-M3,0.070882,0.758277,3.808536,2.978646
H2-Ob,0.328235,0.825484,7.152827,6.048279
H2-Q7,0.01,3.65139,8.079104,6.950383
H2-T23,0.259412,0.527108,3.019906,2.28766
H3f3a,0.372059,-0.338533,0.289539,0.331317
H3f3b,0.922941,-0.324236,0.470047,0.417695
H47,0.400882,-0.552702,0.078561,0.237882
Hadh,0.047647,0.260296,0.663944,0.518984
Hadha,0.111471,-0.179503,0.325871,0.349396
Hadhb,0.095294,0.343861,0.934562,0.675506
Hagh,0.097059,-0.964504,0.367546,0.361674
Haghl,0.023529,1.58685,0.367855,0.361763
Harbi1,0.011471,1.101149,0.229256,0.304837
Hars,0.071471,-0.617117,0.782527,0.582966
Hars2,0.013529,1.374489,1.58586,1.122684
Haus1,0.020294,-0.147279,1.249452,0.892003
Haus5,0.184118,-0.880628,0.119374,0.256676
Havcr2,0.549412,0.193502,1.249099,0.891898
Hba-a1,0.037059,NaN,0.711839,0.544451
Hba-a2,0.023529,NaN,0.341113,0.352419
Hbp1,0.249412,-0.252102,0.760918,0.56971
Hbxip,0.080588,-0.210788,1.073024,0.768649
Hcfc1,0.096765,-0.43195,0.034036,0.220726
Hcfc1r1,0.070588,1.282624,3.395916,2.62116
Hck,0.296765,-1.069933,2.148518,1.549206
Hcls1,0.389706,-0.199965,0.083844,0.240596
Hdac11,0.040882,0.427267,0.378012,0.367041
Hdac2,0.064706,0.250275,0.545928,0.457934
Hdac5,0.082059,-0.102335,0.554862,0.462587
Hdac9,0.054706,-0.577914,0.067896,0.2355
Hddc2,0.043824,-0.74335,0.06894,0.23536
Hdgf,0.192353,-0.107557,0.257091,0.317047
Hdhd2,0.152647,-0.292811,0.229708,0.305015
Hdlbp,0.306765,-0.565205,0.155509,0.274852
Heatr3,0.026471,0.625511,0.065008,0.234897
Heatr5a,0.157353,-1.288918,1.399286,0.9926
Heatr6,0.065588,-0.509506,0.586963,0.476987
Heatr7a,0.064412,-0.214904,0.182626,0.279422
